book_id,booking_time,platform,pay_method,trx_status,gross_rev,comm_fee_pct
BKX-323923,2025-08-15 03:59:00,OTA_Trv,Virtual_Account,Success,750000,0.2
BKX-927946,2025-08-15 05:13:00,OTA_Agd,Credit_Card,Success,2500000,0.18
BKX-279111,2025-08-15 06:26:00,OTA_Bkg,Pay_at_Hotel,Success,1200000,0.2
BKX-847235,2025-08-15 07:07:00,OTA_Agd,Virtual_Account,Success,2500000,0.18
BKX-459140,2025-08-15 07:17:00,OTA_Trv,Virtual_Account,Success,1200000,0.2
BKX-772538,2025-08-15 07:59:00,OTA_Agd,E-Wallet,Success,1200000,0.15
BKX-954348,2025-08-15 10:11:00,OTA_Trv,E-Wallet,Failed,1200000,0.15
BKX-974664,2025-08-15 10:15:00,Direct_Web,Virtual_Account,Success,1200000,0.0
BKX-803526,2025-08-15 11:05:00,OTA_Agd,Pay_at_Hotel,Success,550000,0.15
BKX-868731,2025-08-15 11:20:00,OTA_Agd,Virtual_Account,Success,550000,0.2
BKX-259500,2025-08-15 11:59:00,OTA_Trv,Virtual_Account,Success,550000,0.2
BKX-707970,2025-08-15 12:00:00,OTA_Bkg,Virtual_Account,Success,550000,0.2
BKX-211113,2025-08-15 13:03:00,OTA_Bkg,E-Wallet,Success,750000,0.18
BKX-868693,2025-08-15 13:49:00,Direct_Web,E-Wallet,Success,550000,0.0
BKX-388365,2025-08-15 13:56:00,OTA_Agd,Virtual_Account,Failed,1200000,0.18
BKX-554699,2025-08-15 14:15:00,OTA_Agd,Virtual_Account,Success,2500000,0.2
BKX-985169,2025-08-15 14:24:00,Direct_Web,E-Wallet,Success,2500000,0.0
BKX-756334,2025-08-15 14:43:00,OTA_Agd,Virtual_Account,Success,2500000,0.15
BKX-956922,2025-08-15 15:38:00,Direct_Web,E-Wallet,Failed,1200000,0.0
BKX-775424,2025-08-15 16:07:00,OTA_Bkg,Credit_Card,Success,750000,0.15
BKX-337741,2025-08-15 16:28:00,OTA_Trv,Virtual_Account,Failed,2500000,0.15
BKX-928017,2025-08-15 17:25:00,OTA_Agd,Virtual_Account,Cancelled,550000,0.15
BKX-948268,2025-08-15 19:13:00,Direct_Web,Credit_Card,Failed,550000,0.0
BKX-804825,2025-08-15 19:37:00,OTA_Trv,Credit_Card,Failed,1200000,0.15
BKX-242475,2025-08-15 19:46:00,OTA_Agd,Pay_at_Hotel,Success,2500000,0.18
BKX-286478,2025-08-15 20:30:00,OTA_Agd,Virtual_Account,Success,750000,0.15
BKX-898241,2025-08-15 23:10:00,Direct_Web,Credit_Card,Cancelled,1200000,0.0
BKX-614507,2025-08-15 23:49:00,OTA_Bkg,Credit_Card,Success,2500000,0.2
BKX-375490,2025-08-16 00:25:00,OTA_Agd,Virtual_Account,Success,550000,0.18
BKX-724367,2025-08-16 01:22:00,OTA_Agd,E-Wallet,Success,2500000,0.2
BKX-887357,2025-08-16 02:13:00,OTA_Agd,Pay_at_Hotel,Success,550000,0.18
BKX-411406,2025-08-16 02:54:00,OTA_Trv,Credit_Card,Success,1200000,0.2
BKX-574381,2025-08-16 03:36:00,OTA_Agd,Credit_Card,Cancelled,550000,0.2
BKX-664821,2025-08-16 03:44:00,OTA_Bkg,E-Wallet,Success,1200000,0.15
BKX-926152,2025-08-16 04:11:00,OTA_Bkg,Pay_at_Hotel,Success,2500000,0.2
BKX-317483,2025-08-16 04:25:00,OTA_Agd,Pay_at_Hotel,Success,750000,0.18
BKX-378271,2025-08-16 06:05:00,OTA_Trv,Credit_Card,Success,550000,0.15
BKX-743634,2025-08-16 07:50:00,Direct_Web,Credit_Card,Success,750000,0.0
BKX-111357,2025-08-16 08:33:00,Direct_Web,Credit_Card,Failed,750000,0.0
BKX-544518,2025-08-16 08:52:00,OTA_Agd,Virtual_Account,Success,1200000,0.15
BKX-779312,2025-08-16 09:00:00,OTA_Bkg,Virtual_Account,Success,550000,0.15
BKX-433776,2025-08-16 11:15:00,OTA_Trv,Credit_Card,Success,750000,0.2
BKX-165638,2025-08-16 11:36:00,OTA_Trv,Virtual_Account,Success,2500000,0.15
BKX-807259,2025-08-16 11:53:00,OTA_Trv,E-Wallet,Success,750000,0.2
BKX-455474,2025-08-16 12:54:00,OTA_Agd,Credit_Card,Success,750000,0.15
BKX-221529,2025-08-16 12:54:00,OTA_Trv,Pay_at_Hotel,Success,2500000,0.2
BKX-947182,2025-08-16 13:02:00,OTA_Agd,Virtual_Account,Success,750000,0.15
BKX-223780,2025-08-16 13:30:00,OTA_Trv,Credit_Card,Failed,2500000,0.18
BKX-863303,2025-08-16 13:51:00,OTA_Bkg,Credit_Card,Cancelled,1200000,0.18
BKX-771544,2025-08-16 13:59:00,OTA_Bkg,Virtual_Account,Success,550000,0.2
BKX-829063,2025-08-16 14:05:00,OTA_Agd,Pay_at_Hotel,Success,550000,0.18
BKX-397691,2025-08-16 14:47:00,OTA_Trv,Credit_Card,Success,550000,0.15
BKX-841541,2025-08-16 16:28:00,Direct_Web,Credit_Card,Failed,2500000,0.0
BKX-270134,2025-08-16 16:34:00,Direct_Web,Credit_Card,Cancelled,750000,0.0
BKX-906951,2025-08-16 19:18:00,OTA_Bkg,Virtual_Account,Success,550000,0.15
BKX-981948,2025-08-16 19:22:00,Direct_Web,Virtual_Account,Success,2500000,0.0
BKX-783641,2025-08-16 20:53:00,OTA_Trv,Virtual_Account,Success,1200000,0.18
BKX-423633,2025-08-16 21:35:00,Direct_Web,Virtual_Account,Success,550000,0.0
BKX-809192,2025-08-16 21:46:00,OTA_Agd,Virtual_Account,Success,550000,0.18
BKX-335281,2025-08-16 22:03:00,Direct_Web,Credit_Card,Failed,1200000,0.0
BKX-482378,2025-08-16 22:14:00,OTA_Agd,E-Wallet,Success,750000,0.2
BKX-614879,2025-08-16 22:48:00,OTA_Trv,Pay_at_Hotel,Success,1200000,0.18
BKX-641055,2025-08-16 23:06:00,OTA_Bkg,Credit_Card,Success,750000,0.15
BKX-653119,2025-08-17 01:09:00,OTA_Agd,E-Wallet,Success,2500000,0.18
BKX-746280,2025-08-17 04:14:00,OTA_Agd,Credit_Card,Success,750000,0.18
BKX-376080,2025-08-17 04:40:00,OTA_Agd,Virtual_Account,Cancelled,1200000,0.2
BKX-440387,2025-08-17 05:40:00,OTA_Agd,Virtual_Account,Success,750000,0.2
BKX-703360,2025-08-17 06:27:00,OTA_Trv,Virtual_Account,Success,2500000,0.2
BKX-547246,2025-08-17 06:28:00,OTA_Agd,Virtual_Account,Failed,550000,0.15
BKX-969757,2025-08-17 07:49:00,Direct_Web,Credit_Card,Failed,2500000,0.0
BKX-474635,2025-08-17 10:36:00,OTA_Agd,Virtual_Account,Success,550000,0.18
BKX-159938,2025-08-17 10:38:00,Direct_Web,Virtual_Account,Success,2500000,0.0
BKX-450448,2025-08-17 12:08:00,OTA_Agd,Virtual_Account,Cancelled,2500000,0.15
BKX-733141,2025-08-17 12:19:00,OTA_Trv,Virtual_Account,Success,2500000,0.15
BKX-593915,2025-08-17 12:35:00,OTA_Trv,Virtual_Account,Success,550000,0.15
BKX-780049,2025-08-17 13:39:00,Direct_Web,E-Wallet,Success,2500000,0.0
BKX-176133,2025-08-17 14:07:00,OTA_Agd,Virtual_Account,Success,1200000,0.15
BKX-460492,2025-08-17 19:26:00,OTA_Agd,Credit_Card,Success,750000,0.2
BKX-229189,2025-08-17 19:36:00,OTA_Agd,Virtual_Account,Success,2500000,0.2
BKX-437330,2025-08-17 19:38:00,OTA_Bkg,Virtual_Account,Cancelled,550000,0.18
BKX-399615,2025-08-17 20:34:00,OTA_Trv,Credit_Card,Success,550000,0.18
BKX-984588,2025-08-17 20:58:00,OTA_Bkg,Virtual_Account,Success,1200000,0.15
BKX-507544,2025-08-17 21:36:00,OTA_Bkg,Virtual_Account,Success,1200000,0.18
BKX-319368,2025-08-17 22:09:00,OTA_Agd,Pay_at_Hotel,Success,750000,0.2
BKX-504567,2025-08-17 22:47:00,OTA_Trv,Virtual_Account,Success,750000,0.15
BKX-404995,2025-08-17 23:58:00,OTA_Agd,Credit_Card,Success,1200000,0.15
BKX-553648,2025-08-18 02:06:00,OTA_Trv,Pay_at_Hotel,Success,1200000,0.2
BKX-494188,2025-08-18 02:44:00,OTA_Agd,Credit_Card,Success,2500000,0.18
BKX-530645,2025-08-18 02:47:00,OTA_Trv,Virtual_Account,Success,550000,0.2
BKX-181141,2025-08-18 02:50:00,OTA_Trv,Credit_Card,Success,750000,0.2
BKX-873481,2025-08-18 03:31:00,OTA_Bkg,Credit_Card,Success,1200000,0.15
BKX-707508,2025-08-18 06:16:00,OTA_Agd,Credit_Card,Success,750000,0.15
BKX-414587,2025-08-18 06:45:00,OTA_Agd,Virtual_Account,Success,550000,0.18
BKX-803844,2025-08-18 07:18:00,Direct_Web,Credit_Card,Success,1200000,0.0
BKX-146573,2025-08-18 08:57:00,OTA_Agd,E-Wallet,Success,550000,0.15
BKX-440791,2025-08-18 09:42:00,Direct_Web,E-Wallet,Success,1200000,0.0
BKX-250694,2025-08-18 09:57:00,OTA_Agd,Virtual_Account,Success,2500000,0.15
BKX-436972,2025-08-18 10:35:00,OTA_Bkg,Virtual_Account,Success,2500000,0.15
BKX-465556,2025-08-18 12:03:00,OTA_Agd,Virtual_Account,Success,1200000,0.18
BKX-285024,2025-08-18 13:14:00,OTA_Trv,E-Wallet,Success,2500000,0.18
BKX-369856,2025-08-18 13:25:00,Direct_Web,Credit_Card,Failed,550000,0.0
BKX-508890,2025-08-18 14:56:00,OTA_Trv,Virtual_Account,Failed,750000,0.15
BKX-324864,2025-08-18 16:11:00,Direct_Web,Credit_Card,Failed,750000,0.0
BKX-533792,2025-08-18 18:31:00,OTA_Agd,Virtual_Account,Success,550000,0.2
BKX-790690,2025-08-18 19:51:00,Direct_Web,Credit_Card,Failed,550000,0.0
BKX-669073,2025-08-18 20:09:00,Direct_Web,Virtual_Account,Success,2500000,0.0
BKX-253016,2025-08-19 00:34:00,Direct_Web,Credit_Card,Failed,2500000,0.0
BKX-276507,2025-08-19 01:04:00,OTA_Trv,Credit_Card,Success,550000,0.2
BKX-206747,2025-08-19 01:17:00,OTA_Bkg,E-Wallet,Success,550000,0.18
BKX-102355,2025-08-19 02:48:00,OTA_Agd,Credit_Card,Success,750000,0.15
BKX-457297,2025-08-19 04:29:00,Direct_Web,Virtual_Account,Success,750000,0.0
BKX-291750,2025-08-19 05:18:00,OTA_Trv,Virtual_Account,Success,550000,0.18
BKX-222636,2025-08-19 05:58:00,OTA_Agd,E-Wallet,Success,750000,0.2
BKX-701552,2025-08-19 09:59:00,Direct_Web,E-Wallet,Success,750000,0.0
BKX-274847,2025-08-19 10:10:00,Direct_Web,Credit_Card,Cancelled,2500000,0.0
BKX-175589,2025-08-19 11:24:00,OTA_Agd,Virtual_Account,Success,750000,0.15
BKX-949490,2025-08-19 13:51:00,OTA_Agd,Virtual_Account,Failed,550000,0.15
BKX-696658,2025-08-19 15:05:00,OTA_Trv,E-Wallet,Cancelled,550000,0.18
BKX-378409,2025-08-19 17:16:00,OTA_Trv,E-Wallet,Success,550000,0.15
BKX-879558,2025-08-19 19:11:00,Direct_Web,Credit_Card,Failed,750000,0.0
BKX-297271,2025-08-19 19:46:00,OTA_Bkg,Virtual_Account,Success,2500000,0.18
BKX-426186,2025-08-19 19:58:00,OTA_Agd,E-Wallet,Success,1200000,0.2
BKX-625334,2025-08-19 20:03:00,OTA_Bkg,Credit_Card,Success,2500000,0.18
BKX-280029,2025-08-19 22:43:00,OTA_Trv,E-Wallet,Success,1200000,0.2
BKX-437468,2025-08-19 23:09:00,OTA_Bkg,Credit_Card,Success,1200000,0.15
BKX-195195,2025-08-19 23:12:00,OTA_Agd,Virtual_Account,Failed,550000,0.18
BKX-811562,2025-08-19 23:14:00,OTA_Trv,Virtual_Account,Success,1200000,0.18
BKX-287031,2025-08-19 23:18:00,OTA_Agd,Credit_Card,Success,1200000,0.2
BKX-953826,2025-08-20 01:14:00,OTA_Trv,E-Wallet,Success,550000,0.18
BKX-356306,2025-08-20 01:51:00,OTA_Bkg,E-Wallet,Cancelled,550000,0.18
BKX-550967,2025-08-20 03:23:00,OTA_Trv,Credit_Card,Success,1200000,0.15
BKX-873386,2025-08-20 04:54:00,OTA_Trv,E-Wallet,Success,550000,0.18
BKX-170408,2025-08-20 05:19:00,OTA_Agd,E-Wallet,Success,750000,0.15
BKX-256118,2025-08-20 06:50:00,OTA_Trv,E-Wallet,Success,2500000,0.18
BKX-577744,2025-08-20 07:17:00,OTA_Bkg,Virtual_Account,Cancelled,750000,0.18
BKX-105566,2025-08-20 08:31:00,OTA_Trv,Credit_Card,Success,1200000,0.18
BKX-662980,2025-08-20 09:43:00,OTA_Bkg,Virtual_Account,Success,1200000,0.2
BKX-647678,2025-08-20 11:17:00,OTA_Trv,Credit_Card,Success,2500000,0.2
BKX-441358,2025-08-20 12:43:00,OTA_Trv,Credit_Card,Success,1200000,0.2
BKX-190159,2025-08-20 13:11:00,OTA_Trv,Pay_at_Hotel,Success,550000,0.15
BKX-576669,2025-08-20 13:39:00,OTA_Agd,Virtual_Account,Success,550000,0.15
BKX-660064,2025-08-20 13:41:00,OTA_Trv,Pay_at_Hotel,Cancelled,2500000,0.15
BKX-775609,2025-08-20 14:03:00,Direct_Web,Credit_Card,Failed,750000,0.0
BKX-896454,2025-08-20 14:46:00,Direct_Web,Credit_Card,Failed,750000,0.0
BKX-127268,2025-08-20 15:01:00,OTA_Trv,Virtual_Account,Success,1200000,0.15
BKX-475651,2025-08-20 16:04:00,OTA_Trv,Credit_Card,Success,1200000,0.15
BKX-185261,2025-08-20 16:20:00,OTA_Trv,Credit_Card,Success,2500000,0.15
BKX-659990,2025-08-20 17:51:00,OTA_Trv,Pay_at_Hotel,Success,1200000,0.18
BKX-705787,2025-08-20 18:20:00,OTA_Trv,Pay_at_Hotel,Success,550000,0.2
BKX-598863,2025-08-20 20:02:00,OTA_Agd,E-Wallet,Failed,2500000,0.2
BKX-790366,2025-08-20 20:18:00,OTA_Agd,E-Wallet,Success,550000,0.2
BKX-342303,2025-08-20 20:35:00,OTA_Trv,E-Wallet,Success,550000,0.18
BKX-244875,2025-08-20 21:07:00,OTA_Agd,E-Wallet,Success,1200000,0.15
BKX-112685,2025-08-20 21:23:00,Direct_Web,Credit_Card,Success,550000,0.0
BKX-324978,2025-08-20 21:40:00,OTA_Trv,Virtual_Account,Success,750000,0.18
BKX-147234,2025-08-20 21:46:00,OTA_Trv,Virtual_Account,Cancelled,2500000,0.2
BKX-944004,2025-08-20 21:57:00,OTA_Agd,E-Wallet,Success,750000,0.2
BKX-287350,2025-08-20 23:34:00,OTA_Trv,Virtual_Account,Success,2500000,0.15
BKX-359970,2025-08-21 02:34:00,OTA_Agd,Credit_Card,Success,750000,0.18
BKX-263233,2025-08-21 03:29:00,OTA_Agd,Virtual_Account,Cancelled,750000,0.2
BKX-506478,2025-08-21 04:28:00,Direct_Web,Virtual_Account,Success,1200000,0.0
BKX-873253,2025-08-21 04:54:00,OTA_Trv,Virtual_Account,Success,750000,0.15
BKX-421417,2025-08-21 05:23:00,OTA_Agd,Virtual_Account,Success,550000,0.2
BKX-480445,2025-08-21 05:41:00,OTA_Agd,Virtual_Account,Failed,2500000,0.2
BKX-272596,2025-08-21 05:54:00,OTA_Agd,Virtual_Account,Success,1200000,0.15
BKX-117857,2025-08-21 06:01:00,OTA_Agd,Credit_Card,Success,1200000,0.15
BKX-227390,2025-08-21 08:53:00,OTA_Agd,Virtual_Account,Success,750000,0.2
BKX-915530,2025-08-21 09:05:00,OTA_Agd,Credit_Card,Success,1200000,0.15
BKX-481003,2025-08-21 09:57:00,OTA_Agd,Virtual_Account,Success,1200000,0.18
BKX-102998,2025-08-21 11:00:00,OTA_Trv,E-Wallet,Success,2500000,0.18
BKX-218222,2025-08-21 11:06:00,OTA_Agd,Credit_Card,Success,550000,0.18
BKX-604373,2025-08-21 13:10:00,OTA_Trv,Credit_Card,Success,2500000,0.18
BKX-172131,2025-08-21 13:26:00,OTA_Agd,Virtual_Account,Failed,1200000,0.18
BKX-597288,2025-08-21 14:24:00,OTA_Trv,Pay_at_Hotel,Success,550000,0.2
BKX-338580,2025-08-21 14:32:00,OTA_Trv,Credit_Card,Cancelled,750000,0.18
BKX-771147,2025-08-21 14:36:00,OTA_Bkg,Virtual_Account,Cancelled,2500000,0.18
BKX-980131,2025-08-21 14:42:00,OTA_Trv,E-Wallet,Success,550000,0.18
BKX-253807,2025-08-21 14:45:00,Direct_Web,E-Wallet,Success,550000,0.0
BKX-704955,2025-08-21 14:46:00,OTA_Agd,Virtual_Account,Success,2500000,0.18
BKX-313869,2025-08-21 14:52:00,OTA_Trv,Credit_Card,Success,750000,0.18
BKX-716944,2025-08-21 15:59:00,OTA_Agd,Virtual_Account,Success,2500000,0.2
BKX-329334,2025-08-21 16:48:00,OTA_Bkg,Credit_Card,Success,550000,0.2
BKX-690709,2025-08-21 17:30:00,OTA_Agd,Credit_Card,Success,2500000,0.2
BKX-322274,2025-08-21 18:57:00,OTA_Bkg,Pay_at_Hotel,Success,1200000,0.2
BKX-849440,2025-08-21 19:35:00,Direct_Web,Credit_Card,Success,1200000,0.0
BKX-100184,2025-08-21 20:02:00,Direct_Web,Virtual_Account,Success,750000,0.0
BKX-718725,2025-08-21 22:52:00,OTA_Agd,E-Wallet,Success,550000,0.2
BKX-990987,2025-08-21 23:24:00,OTA_Trv,Virtual_Account,Success,550000,0.15
BKX-551420,2025-08-22 00:48:00,OTA_Bkg,Virtual_Account,Success,750000,0.15
BKX-936097,2025-08-22 01:12:00,OTA_Agd,Virtual_Account,Success,1200000,0.18
BKX-380398,2025-08-22 01:23:00,OTA_Trv,E-Wallet,Cancelled,750000,0.15
BKX-284307,2025-08-22 01:58:00,OTA_Agd,Virtual_Account,Success,550000,0.2
BKX-208763,2025-08-22 02:40:00,OTA_Agd,Virtual_Account,Success,550000,0.18
BKX-486221,2025-08-22 03:39:00,OTA_Trv,Virtual_Account,Success,1200000,0.18
BKX-763778,2025-08-22 04:09:00,OTA_Bkg,Virtual_Account,Cancelled,550000,0.15
BKX-909398,2025-08-22 05:57:00,OTA_Trv,Credit_Card,Success,2500000,0.2
BKX-112402,2025-08-22 06:00:00,OTA_Bkg,Credit_Card,Success,2500000,0.15
BKX-862570,2025-08-22 06:00:00,Direct_Web,Credit_Card,Success,1200000,0.0
BKX-773955,2025-08-22 06:09:00,OTA_Trv,Virtual_Account,Success,1200000,0.2
BKX-180225,2025-08-22 07:14:00,OTA_Bkg,Virtual_Account,Success,2500000,0.18
BKX-705432,2025-08-22 08:56:00,OTA_Bkg,Credit_Card,Success,750000,0.18
BKX-674985,2025-08-22 09:58:00,OTA_Agd,Virtual_Account,Success,1200000,0.18
BKX-555457,2025-08-22 11:25:00,OTA_Agd,E-Wallet,Success,1200000,0.2
BKX-767861,2025-08-22 11:25:00,OTA_Trv,Virtual_Account,Success,550000,0.18
BKX-894733,2025-08-22 12:20:00,OTA_Trv,Virtual_Account,Success,550000,0.18
BKX-180882,2025-08-22 13:14:00,OTA_Trv,E-Wallet,Success,750000,0.2
BKX-930839,2025-08-22 14:14:00,OTA_Trv,Pay_at_Hotel,Success,2500000,0.18
BKX-843537,2025-08-22 22:23:00,Direct_Web,E-Wallet,Success,750000,0.0
BKX-386881,2025-08-22 22:31:00,OTA_Bkg,,Success,2500000,0.18
BKX-853290,2025-08-22 22:36:00,Direct_Web,Virtual_Account,Success,2500000,0.0
BKX-397214,2025-08-22 22:36:00,OTA_Trv,Credit_Card,Success,2500000,0.18
BKX-292702,2025-08-22 22:51:00,OTA_Agd,Credit_Card,Failed,1200000,0.2
BKX-592474,2025-08-22 23:14:00,OTA_Trv,Credit_Card,Success,750000,0.15
BKX-594044,2025-08-22 23:25:00,OTA_Agd,Credit_Card,Success,750000,0.2
BKX-714727,2025-08-22 23:33:00,OTA_Trv,Pay_at_Hotel,Success,2500000,0.15
BKX-997369,2025-08-22 23:51:00,OTA_Bkg,Virtual_Account,Success,550000,0.2
BKX-305384,2025-08-23 00:35:00,OTA_Trv,Credit_Card,Success,750000,0.2
BKX-865625,2025-08-23 01:54:00,OTA_Trv,Virtual_Account,Success,2500000,0.18
BKX-764573,2025-08-23 02:39:00,OTA_Trv,Pay_at_Hotel,Failed,550000,0.18
BKX-769037,2025-08-23 03:29:00,OTA_Agd,Pay_at_Hotel,Success,750000,0.15
BKX-577781,2025-08-23 03:59:00,Direct_Web,Virtual_Account,Success,1200000,0.0
BKX-739340,2025-08-23 05:47:00,OTA_Trv,Credit_Card,Success,550000,0.18
BKX-721642,2025-08-23 06:26:00,OTA_Agd,E-Wallet,Success,2500000,0.18
BKX-853340,2025-08-23 07:40:00,OTA_Bkg,E-Wallet,Cancelled,2500000,0.2
BKX-340739,2025-08-23 08:08:00,OTA_Trv,Credit_Card,Success,2500000,0.15
BKX-640192,2025-08-23 08:55:00,OTA_Agd,Virtual_Account,Success,2500000,0.15
BKX-640609,2025-08-23 09:03:00,OTA_Agd,Credit_Card,Success,750000,0.15
BKX-887719,2025-08-23 09:24:00,OTA_Agd,Credit_Card,Success,2500000,0.2
BKX-709563,2025-08-23 09:52:00,OTA_Agd,E-Wallet,Success,1200000,0.2
BKX-295110,2025-08-23 10:00:00,OTA_Bkg,Virtual_Account,Success,550000,0.2
BKX-720716,2025-08-23 10:29:00,OTA_Trv,E-Wallet,Success,2500000,0.15
BKX-621471,2025-08-23 13:39:00,OTA_Agd,Virtual_Account,Success,2500000,0.15
BKX-736600,2025-08-23 14:30:00,OTA_Trv,Virtual_Account,Success,2500000,0.15
BKX-107131,2025-08-23 15:07:00,OTA_Bkg,Credit_Card,Failed,2500000,0.18
BKX-267820,2025-08-23 17:25:00,OTA_Bkg,Credit_Card,Success,1200000,0.15
BKX-241296,2025-08-23 20:13:00,Direct_Web,Virtual_Account,Success,2500000,0.0
BKX-850633,2025-08-23 21:02:00,Direct_Web,E-Wallet,Success,550000,0.0
BKX-289001,2025-08-23 21:15:00,OTA_Agd,Virtual_Account,Success,750000,0.18
BKX-521645,2025-08-23 21:27:00,OTA_Agd,Credit_Card,Success,2500000,0.15
BKX-614824,2025-08-23 22:31:00,OTA_Bkg,E-Wallet,Cancelled,2500000,0.15
BKX-137869,2025-08-23 22:36:00,OTA_Trv,Virtual_Account,Success,1200000,0.18
BKX-484691,2025-08-23 22:56:00,Direct_Web,E-Wallet,Success,1200000,0.0
BKX-427460,2025-08-23 23:03:00,OTA_Trv,Virtual_Account,Success,2500000,0.15
BKX-332273,2025-08-23 23:10:00,OTA_Bkg,E-Wallet,Success,1200000,0.2
BKX-716963,2025-08-23 23:32:00,OTA_Agd,Credit_Card,Success,550000,0.18
BKX-698923,2025-08-23 23:38:00,OTA_Trv,Virtual_Account,Success,2500000,0.18
BKX-270275,2025-08-24 00:18:00,OTA_Agd,E-Wallet,Success,1200000,0.15
BKX-401355,2025-08-24 02:13:00,OTA_Agd,E-Wallet,Success,750000,0.2
BKX-969221,2025-08-24 02:54:00,OTA_Bkg,Virtual_Account,Success,2500000,0.18
BKX-840999,2025-08-24 03:59:00,OTA_Agd,Virtual_Account,Success,2500000,0.2
BKX-348945,2025-08-24 04:35:00,OTA_Agd,Credit_Card,Success,750000,0.2
BKX-190728,2025-08-24 04:58:00,OTA_Trv,Virtual_Account,Success,1200000,0.15
BKX-327818,2025-08-24 05:27:00,Direct_Web,Credit_Card,Failed,550000,0.0
BKX-946938,2025-08-24 06:02:00,OTA_Bkg,Pay_at_Hotel,Cancelled,550000,0.15
BKX-929773,2025-08-24 06:27:00,Direct_Web,Virtual_Account,Success,2500000,0.0
BKX-859592,2025-08-24 08:00:00,OTA_Trv,Credit_Card,Failed,550000,0.15
BKX-130192,2025-08-24 10:18:00,OTA_Trv,E-Wallet,Success,1200000,0.15
BKX-807564,2025-08-24 12:22:00,OTA_Trv,Virtual_Account,Success,550000,0.2
BKX-472027,2025-08-24 13:31:00,OTA_Trv,Pay_at_Hotel,Cancelled,750000,0.18
BKX-773346,2025-08-24 14:42:00,OTA_Trv,Virtual_Account,Success,550000,0.2
BKX-862620,2025-08-24 15:17:00,OTA_Agd,Virtual_Account,Success,2500000,0.15
BKX-315448,2025-08-24 15:28:00,OTA_Bkg,Virtual_Account,Success,1200000,0.15
BKX-628056,2025-08-24 15:41:00,OTA_Agd,Virtual_Account,Success,2500000,0.15
BKX-585685,2025-08-24 15:45:00,OTA_Bkg,Credit_Card,Success,750000,0.15
BKX-818655,2025-08-24 16:39:00,OTA_Trv,Virtual_Account,Success,550000,0.15
BKX-940141,2025-08-24 16:44:00,OTA_Bkg,Virtual_Account,Success,2500000,0.15
BKX-223355,2025-08-24 16:54:00,OTA_Bkg,Virtual_Account,Success,2500000,0.18
BKX-143638,2025-08-24 17:04:00,Direct_Web,E-Wallet,Success,1200000,0.0
BKX-195343,2025-08-24 17:33:00,OTA_Trv,Virtual_Account,Success,550000,0.15
BKX-701076,2025-08-24 19:28:00,OTA_Trv,Pay_at_Hotel,Success,750000,0.18
BKX-854719,2025-08-24 19:56:00,Direct_Web,Credit_Card,Success,2500000,0.0
BKX-222659,2025-08-24 21:39:00,Direct_Web,Credit_Card,Success,2500000,0.0
BKX-225212,2025-08-25 00:28:00,OTA_Trv,Credit_Card,Cancelled,550000,0.2
BKX-555070,2025-08-25 00:37:00,OTA_Bkg,Virtual_Account,Success,550000,0.18
BKX-472767,2025-08-25 00:41:00,OTA_Agd,Pay_at_Hotel,Success,2500000,0.18
BKX-171082,2025-08-25 08:58:00,Direct_Web,Virtual_Account,Success,750000,0.0
BKX-407034,2025-08-25 09:38:00,OTA_Agd,Credit_Card,Success,750000,0.18
BKX-418332,2025-08-25 10:19:00,OTA_Agd,Credit_Card,Success,1200000,0.15
BKX-455760,2025-08-25 10:47:00,OTA_Bkg,Credit_Card,Cancelled,550000,0.18
BKX-353731,2025-08-25 11:37:00,OTA_Trv,E-Wallet,Success,750000,0.18
BKX-455183,2025-08-25 11:50:00,OTA_Trv,Virtual_Account,Success,2500000,0.15
BKX-861303,2025-08-25 12:05:00,OTA_Trv,Pay_at_Hotel,Success,2500000,0.15
BKX-453198,2025-08-25 12:12:00,OTA_Agd,Credit_Card,Success,1200000,0.18
BKX-915555,2025-08-25 12:37:00,OTA_Agd,Virtual_Account,Success,750000,0.18
BKX-763178,2025-08-25 13:23:00,OTA_Agd,Credit_Card,Success,2500000,0.18
BKX-836366,2025-08-25 14:42:00,OTA_Agd,Virtual_Account,Success,750000,0.15
BKX-773859,2025-08-25 15:26:00,OTA_Agd,Virtual_Account,Cancelled,2500000,0.18
BKX-729866,2025-08-25 16:09:00,OTA_Trv,Virtual_Account,Success,1200000,0.2
BKX-311670,2025-08-25 16:12:00,OTA_Agd,Virtual_Account,Success,2500000,0.2
BKX-207127,2025-08-25 16:24:00,OTA_Trv,Virtual_Account,Success,2500000,0.18
BKX-530587,2025-08-25 16:37:00,OTA_Agd,Virtual_Account,Success,550000,0.2
BKX-329652,2025-08-25 16:58:00,OTA_Agd,Virtual_Account,Success,1200000,0.15
BKX-844271,2025-08-25 18:06:00,OTA_Trv,Virtual_Account,Success,2500000,0.2
BKX-901537,2025-08-25 18:31:00,Direct_Web,Virtual_Account,Success,550000,0.0
BKX-474313,2025-08-25 18:47:00,OTA_Trv,Virtual_Account,Success,750000,0.18
BKX-778514,2025-08-25 19:40:00,OTA_Trv,Virtual_Account,Success,750000,0.18
BKX-177185,2025-08-25 20:01:00,OTA_Trv,E-Wallet,Success,2500000,0.2
BKX-317267,2025-08-25 20:46:00,OTA_Trv,,Success,550000,0.2
BKX-792822,2025-08-25 21:13:00,Direct_Web,Virtual_Account,Success,550000,0.0
